Filenames_filename,Data_group,Data_remarks,Data_plant_id,Data_leaftype,SysObs_obs,SysObs_time,SysObs_elapsed,SysObs_date,SysObs_hhmmss,GasEx_E,GasEx_Emm,GasEx_A,GasEx_Ca,GasEx_Ci,GasEx_gsw,GasEx_TleafCnd,GasEx_RHcham,GasEx_VPcham,GasEx_VPDleaf,FLR_Fv/Fm,FLR_A_dark,FLR_A_fs,FLR_ETR,FLR_NPQ,FLR_Fv'/Fm',LeafQ_Qin,Meas_Pa,Meas_Tair,Meas_Tleaf,Meas_Fan_speed,Meas_CO2_s,Meas_H2O_r,Meas_H2O_s,Meas_CO2_r,f
2024-01-19-1113_logdata_trf_ca_lvl2,group3,"11:47:41 trt last reading bad, 11:47:43 trt last reading bad",2,Heated,5,1705690340,271,2024-01-19,11:52:20,4.5606e-4,0.45605988,1.3760576,303.7924302,176.8641336,0.0188224,31.30941929,57.56193479,2.51426959,2.07731414,0.8147805,NA,1.3760576,33.03204714,1.36688904,0.65017322,700.027,88.68331875,30.43448125,30.151125,4997.03125,303.7924375,27.87598125,28.31915,305.307125,FALSE
2024-01-19-1154_logdata_lvl3,group1,12:00:32 lvl3 trt,1,Heated,5,1705691631,364,2024-01-19,12:13:51,8.2166e-4,0.82165708,0.60005215,314.7990635,275.0578611,0.03422713,32.39352286,60.24731358,2.82345079,2.0590276,0.8147805,NA,0.60005215,32.65983149,1.5970867,0.62878006,700.0315333,88.61140667,31.66932,31.36936,4995,314.799066666667,31.0318866666667,31.8273533333333,315.6577333,TRUE
2024-01-19-1113_logdata_trf_ca_lvl2,group3,"11:47:41 trt last reading bad, 11:47:43 trt last reading bad",2,Heated,4,1705690274,205,2024-01-19,11:51:14,4.6513e-4,0.46513235000000003,1.1894337,304.3834937,196.3265615,0.01943722,31.20199502,57.83137999,2.51117208,2.05242632,0.8147805,NA,1.1894337,33.58174099,1.33712357,0.65304619,700.006875,88.68528125,30.331425,30.03491875,5004.53125,304.3835,27.83165625,28.28365,305.7145625,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group3,"11:47:41 trt last reading bad, 11:47:43 trt last reading bad",2,Heated,3,1705690216,147,2024-01-19,11:50:16,4.7248e-4,0.47248323,1.18414876,304.2626812,199.0923972,0.01993021,31.12740825,58.05126138,2.51040309,2.03385204,0.8147805,NA,1.18414876,32.70576019,1.31834271,0.65487203,700.0125625,88.68565625,30.25986875,29.93115625,5005.46875,304.2626875,27.81575,28.2748625,305.5905625,FALSE
2024-01-19-1154_logdata_lvl3,group1,12:00:32 lvl3 trt,1,Heated,4,1705691535,268,2024-01-19,12:12:15,8.3826e-4,0.83825569,0.77968538,313.5138083,266.897632,0.03544567,32.26437277,60.53426903,2.81723456,2.02976844,0.8147805,NA,0.77968538,31.4484358,1.55285264,0.63278094,699.9671875,88.615075,31.54678125,31.24888125,4992.1875,313.5138125,30.9443375,31.75598125,314.5563125,TRUE
2024-01-19-1113_logdata_trf_ca_lvl2,group3,"11:47:41 trt last reading bad, 11:47:43 trt last reading bad",2,Heated,2,1705690150,81,2024-01-19,11:49:10,4.6841e-4,0.46840658,0.94915553,305.1247448,219.069615,0.0200373,31.00595193,58.38014322,2.5068579,2.00605164,0.8147805,NA,0.94915553,30.58688512,1.29837448,0.65682453,699.9744375,88.68766875,30.13673125,29.7967125,5005.9375,305.12475,27.77911875,28.23429375,306.2168125,FALSE
2024-01-19-1154_logdata_lvl3,group1,12:00:32 lvl3 trt,1,Heated,3,1705691419,152,2024-01-19,12:10:19,9.1302e-4,0.91302072,1.42233177,309.8585257,241.1339967,0.03938309,32.09479576,60.80907837,2.80773247,1.99303136,0.8147805,NA,1.42233177,29.64717397,1.44993775,0.64228936,700.0142,88.62197333,31.4076,31.11185333,4990,309.858533333333,30.7622866666667,31.6463933333333,311.5637333,TRUE
2024-01-19-1113_logdata_trf_ca_lvl2,group3,"11:47:41 trt last reading bad, 11:47:43 trt last reading bad",2,Heated,1,1705690069,0,2024-01-19,11:47:49,4.982e-4,0.49819947,1.1732987,305.5634311,208.9650424,0.0216825,30.88393393,58.79172872,2.50852531,1.97308349,0.8147805,NA,1.1732987,28.95750357,1.24279115,0.66232132,699.9985,88.68605625,30.02593125,29.636225,4996.5625,305.5634375,27.769475,28.2535875,306.8889375,FALSE
2024-01-19-1154_logdata_lvl3,group1,12:00:32 lvl3 trt,1,Heated,2,1705691341,74,2024-01-19,12:09:01,8.4207e-4,0.84206834,1.39022167,313.4005925,242.2111797,0.03686564,32.00419055,61.35761262,2.81381669,1.96239925,0.8147805,NA,1.39022167,27.53111657,1.30380645,0.65629224,699.9633333,88.62392667,31.28776,31.00253333,4989.16666666667,313.4006,30.89892,31.7142533333333,315.0546667,TRUE
2024-01-19-1154_logdata_lvl3,group1,12:00:32 lvl3 trt,1,Heated,1,1705691267,0,2024-01-19,12:07:47,8.5679e-4,0.85679212,1.5789139699999999,311.5575248,234.7468319,0.03815161,31.84851842,61.65006235,2.80345148,1.93084293,0.8147805,NA,1.5789139699999999,20.0980739,1.05086091,0.68203019,699.9912667,88.62940667,31.13940667,30.8764,5007.33333333333,311.557533333333,30.76552,31.5955466666667,313.4040667,TRUE
2024-01-19-1113_logdata_trf_ca_lvl2,group2,"11:31:23 cnt, 11:31:24 cnt",2,Unheated,6,1705689650,378,2024-01-19,11:40:50,0.00122323,1.22322957,3.45659398,305.6282483,208.9687623,0.06349115,29.92624056,62.43535796,2.56472136,1.67771153,0.8147805,NA,3.45659398,44.46535153,1.30482927,0.65619211,700.0046,88.68443333,29.36626667,28.92704,5003,305.628266666667,27.6991666666667,28.8870666666667,309.4587333,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group2,"11:31:23 cnt, 11:31:24 cnt",2,Unheated,5,1705689600,328,2024-01-19,11:40:00,0.0012093,1.20929609,3.43625331,306.887248,211.237603,0.06379438,29.82451442,62.86919549,2.56665443,1.65103924,0.8147805,NA,3.43625331,43.77103669,1.28827439,0.65781656,700.0317333,88.68402,29.25937333,28.82037333,5014,306.887266666667,27.7346066666667,28.9089933333333,310.6948,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group2,"11:31:23 cnt, 11:31:24 cnt",2,Unheated,4,1705689513,241,2024-01-19,11:38:33,0.00116577,1.16576818,3.39209324,306.0757321,210.3228654,0.0627503,29.66574602,63.38617928,2.56138407,1.61794928,0.8147805,NA,3.39209324,42.06445303,1.24647772,0.66195389,699.9655,88.679925,29.0821,28.64884375,5004.53125,306.07575,27.71883125,28.8509375,309.8245625,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group2,"11:31:23 cnt, 11:31:24 cnt",2,Unheated,3,1705689423,151,2024-01-19,11:37:03,0.00116042,1.16042146,3.64291965,305.532314,205.3780253,0.06401567,29.49857482,63.96759981,2.55955338,1.57971846,0.8147805,NA,3.64291965,39.49550828,1.16531699,0.67013824,700.0033333,88.67917333,28.91195333,28.46823333,4995,305.532333333333,27.70368,28.8305333333333,309.5294,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group2,"11:31:23 cnt, 11:31:24 cnt",2,Unheated,2,1705689363,91,2024-01-19,11:36:03,0.00120477,1.20477263,3.54068993,306.1271808,213.5382601,0.06780707,29.34499764,64.28391725,2.55223005,1.55053345,0.8147805,NA,3.54068993,35.77322693,1.07833107,0.67913772,700.0030667,88.6789,28.77734667,28.30730667,5008,306.1272,27.57808,28.7481666666667,310.0365333,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group1,"11:25:03 ref, 11:25:05 ref",2,Control,6,1705689007,291,2024-01-19,11:30:07,5.0375e-4,0.50374543,1.8079721499999999,310.5306568,201.1799328,0.02855725,28.9382616,65.17879672,2.48519437,1.52223289,0.8147805,NA,1.8079721499999999,27.46184845,1.10076181,0.67679401,699.9871333,88.67489333,28.08141333,28.10174,5004.66666666667,310.530666666667,27.5046933333333,27.99432,312.495,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group2,"11:31:23 cnt, 11:31:24 cnt",2,Unheated,1,1705689272,0,2024-01-19,11:34:32,0.00119057,1.190574,3.10368832,307.0673837,226.6935509,0.06938028,29.14248189,65.17424657,2.55638399,1.49866686,0.8147805,NA,3.10368832,25.10357023,0.80081659,0.7095371,699.9582667,88.67917333,28.56825333,28.06590667,4997,307.0674,27.6385933333333,28.79486,310.5366,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group1,"11:25:03 ref, 11:25:05 ref",2,Control,5,1705688932,216,2024-01-19,11:28:52,4.8233e-4,0.48232768,1.75754276,310.9553656,202.5583808,0.02797937,28.75636911,65.71166396,2.4776266,1.48779523,0.8147805,NA,1.75754276,26.28723485,1.05309439,0.6817941,699.9995625,88.67485,27.88945,27.9400375,4993.28125,310.955375,27.44019375,27.9091,312.8630625,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group1,"11:25:03 ref, 11:25:05 ref",2,Control,4,1705688881,165,2024-01-19,11:28:01,4.6381e-4,0.46380684,1.71569853,311.445191,203.3717282,0.02736777,28.62936162,66.12076655,2.47369382,1.46262563,0.8147805,NA,1.71569853,23.82781893,1.01477647,0.68586735,699.9756,88.67516667,27.75591333,27.81584667,5006,311.4452,27.4137733333333,27.8647333333333,313.3056667,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group1,"11:25:03 ref, 11:25:05 ref",2,Control,3,1705688828,112,2024-01-19,11:27:08,4.472e-4,0.44719674,1.59380838,311.8846792,209.4743607,0.02691532,28.48481284,66.59152891,2.46932957,1.43409489,0.8147805,NA,1.59380838,22.11166701,0.94359316,0.69356488,699.987625,88.677,27.6042875,27.66086875,5005.15625,311.8846875,27.38019375,27.814975,313.6180625,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group1,"11:25:03 ref, 11:25:05 ref",2,Control,2,1705688774,58,2024-01-19,11:26:14,4.3895e-4,0.43894554,1.54077207,312.4876794,213.8582396,0.02706456,28.31766236,67.15589329,2.46536122,1.40032396,0.8147805,NA,1.54077207,18.79960557,0.84009443,0.70507025,700.0178125,88.6788125,27.43255,27.4973125,4994.84375,312.4876875,27.34293125,27.7696875,314.165625,FALSE
2024-01-19-1113_logdata_trf_ca_lvl2,group1,"11:25:03 ref, 11:25:05 ref",2,Control,1,1705688716,0,2024-01-19,11:25:16,4.0176e-4,0.40176081,1.31923447,313.3389931,222.527011,0.02531082,28.14156528,67.6546037,2.45616372,1.37010687,0.8147805,NA,1.31923447,10.32815614,0.6550083,0.72662601,700.0062,88.67788,27.24246,27.26465333,5010.33333333333,313.339,27.2757533333333,27.66642,314.7842,FALSE
2024-01-24-1239_logdata_trf_ca_lvl3,group3,"13:21:26 lvl3_ctrl, 13:21:28 lvl3_ctrl",1,Unheated,4,1706128240,387,2024-01-24,13:30:40,4.3686e-4,0.43686223,1.60319397,339.453858,151.4077578,0.01461041,32.70006425,51.12001384,2.41596804,2.55161831,0.8147805,NA,1.60319397,28.18836279,1.55188778,0.63286878,700.0066667,88.53762,31.81784,31.36790667,4997,339.453866666667,26.83174,27.2566733333333,341.2052667,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group2,"13:11:02 lvl3_ref, 13:11:02 lvl3_ref",1,Control,5,1706127488,259,2024-01-24,13:18:08,4.2172e-4,0.42171857,1.19190549,348.0555561,199.5954299,0.01414368,32.81369391,51.66118163,2.45657526,2.54288553,0.8147805,NA,1.19190549,28.79181576,1.62405847,0.62636526,700.0070625,88.53455,31.926175,31.8264625,5005.78125,348.0555625,27.305725,27.71579375,349.394375,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group3,"13:21:26 lvl3_ctrl, 13:21:28 lvl3_ctrl",1,Unheated,6,1706128385,532,2024-01-24,13:33:05,5.6377e-4,0.56377498,1.45170621,336.5719922,200.544145,0.01895234,32.67455855,51.0926066,2.41851384,2.54194222,0.8147805,NA,1.45170621,29.19396455,1.58996628,0.62942067,700.0175625,88.536325,31.8458875,31.34808125,5013.125,336.572,26.737425000000002,27.28583125,338.2135,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group1,"12:56:27 lvl3_trt, 12:56:31 lvl3_trt",1,Heated,5,1706126864,438,2024-01-24,13:07:44,4.0514e-4,0.4051386,1.03441662,348.4371945,212.9578437,0.01360912,32.68922357,51.38236608,2.42507682,2.53947787,0.8147805,NA,1.03441662,26.84313278,1.62981019,0.6258527,699.9498,88.53543333,31.79392,31.53925333,4996,348.4372,26.9660533333333,27.3601133333333,349.6128,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group2,"13:11:02 lvl3_ref, 13:11:02 lvl3_ref",1,Control,4,1706127429,200,2024-01-24,13:17:09,5.1978e-4,0.51977868,1.42103298,344.9103259,201.2450069,0.01748885,32.73962969,51.4314963,2.44079964,2.53786515,0.8147805,NA,1.42103298,28.420634539999998,1.60359086,0.62819604,700.0024,88.53320667,31.8911,31.76352,4992.5,344.91033333333303,27.0327066666667,27.5382,346.5107333,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group3,"13:21:26 lvl3_ctrl, 13:21:28 lvl3_ctrl",1,Unheated,5,1706128325,472,2024-01-24,13:32:05,5.9173e-4,0.59173218,0.26212239,337.6468111,301.3060811,0.01997066,32.66013846,51.21378978,2.42367069,2.53275808,0.8147805,NA,0.26212239,29.3757575,1.56918765,0.63129756,699.99225,88.53598125,31.84166875,31.36719375,4998.4375,337.6468125,26.768525,27.3441,338.10875,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group2,"13:11:02 lvl3_ref, 13:11:02 lvl3_ref",1,Control,3,1706127337,108,2024-01-24,13:15:37,4.8215e-4,0.48214995,2.10468458,348.0152385,128.5368652,0.0162514,32.74556751,51.6091541,2.44813498,2.53219428,0.8147805,NA,2.10468458,27.40753832,1.56456584,0.63171656,700.0040625,88.531325,31.8832,31.69491875,5010.15625,348.01525,27.15269375,27.62156875,350.2879375,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group2,"13:11:02 lvl3_ref, 13:11:02 lvl3_ref",1,Control,2,1706127291,62,2024-01-24,13:14:51,5.1603e-4,0.51603007,1.61021697,344.9425247,184.2657925,0.01747585,32.69273691,51.63760825,2.44399147,2.52154557,0.8147805,NA,1.61021697,26.82150189,1.52970994,0.6348945,699.9798,88.53285333,31.84357333,31.6245,5002.5,344.942533333333,27.0725066666667,27.57434,346.7308667,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group1,"12:56:27 lvl3_trt, 12:56:31 lvl3_trt",1,Heated,6,1706126967,541,2024-01-24,13:09:27,4.5779e-4,0.4577889,0.26918391,350.6824652,307.2191823,0.01551757,32.70447269,51.8267152,2.45120028,2.51761939,0.8147805,NA,0.26918391,26.29788186,1.65714366,0.62342833,700.0186667,88.53489333,31.83104,31.57486,4999.33333333333,350.682466666667,27.2099066666667,27.6550466666667,351.1122,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group2,"13:11:02 lvl3_ref, 13:11:02 lvl3_ref",1,Control,6,1706127623,394,2024-01-24,13:20:23,4.9668e-4,0.49667631,0.89003567,352.3829951,253.3951253,0.0168943,32.79327066,52.22254929,2.48462752,2.50909123,0.8147805,NA,0.89003567,29.35609431,1.65699851,0.62344115,699.996125,88.53414375,31.93583125,31.87680625,4998.28125,352.383,27.54963125,28.0323875,353.4480625,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group3,"13:21:26 lvl3_ctrl, 13:21:28 lvl3_ctrl",1,Unheated,3,1706127990,137,2024-01-24,13:26:30,5.5523e-4,0.5552302,1.57092765,342.6206581,197.1237672,0.01901991,32.64019811,52.01597988,2.45669908,2.49416537,0.8147805,NA,1.57092765,25.30780091,1.41663177,0.64542804,700.0047333,88.53542667,31.80626,31.29826667,4993.66666666667,342.620666666667,27.17702,27.7168933333333,344.3819333,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group1,"12:56:27 lvl3_trt, 12:56:31 lvl3_trt",1,Heated,4,1706126816,390,2024-01-24,13:06:56,4.9917e-4,0.49916715,NA,352.1458809,436.605376,0.01713131,32.61744805,52.1404179,2.45633113,2.48819159,0.8147805,NA,NA,26.5967644,1.619197,0.62679914,699.94275,88.53738125,31.76146875,31.51538125,5003.75,352.145875,27.2268,27.7121375,351.224625,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group3,"13:21:26 lvl3_ctrl, 13:21:28 lvl3_ctrl",1,Unheated,2,1706127934,81,2024-01-24,13:25:34,6.9095e-4,0.69094598,1.87731391,339.0384565,199.3279468,0.02378061,32.55430573,51.75302617,2.44027417,2.48668425,0.8147805,NA,1.87731391,22.86518805,1.31542861,0.65515625,699.9525333,88.53463333,31.77732667,31.14264667,5007.5,339.038466666667,26.8599133333333,27.5318666666667,341.1501333,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group1,"12:56:27 lvl3_trt, 12:56:31 lvl3_trt",1,Heated,3,1706126705,279,2024-01-24,13:05:05,4.2219e-4,0.42218813,0.83328199,352.019558,245.8151935,0.01451134,32.59456529,52.28773001,2.45562065,2.48253049,0.8147805,NA,0.83328199,25.4754522,1.59926478,0.62858437,699.962875,88.5382375,31.70661875,31.46414375,5000.625,352.0195625,27.29336875,27.70385,353.0014375,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group1,"12:56:27 lvl3_trt, 12:56:31 lvl3_trt",1,Heated,2,1706126560,134,2024-01-24,13:02:40,4.6762e-4,0.46762204,0.23714645,349.4504987,310.4808586,0.01614168,32.51483416,52.18467549,2.44224617,2.47376005,0.8147805,NA,0.23714645,25.2866956,1.54596113,0.63340885,699.981875,88.5386875,31.64513125,31.41371875,4997.1875,349.4505,27.098075,27.55281875,349.8510625,TRUE
2024-01-24-1139_logdata_trf_ca_lvl2,group3,"12:28:32 lvl2_trt, 12:28:33 lvl2_trt",2,Heated,6,1706125036,452,2024-01-24,12:37:16,3.783e-4,0.37830066,0.32049547,356.4441858,301.781395,0.01307111,32.31028872,51.72361643,2.38776609,2.47182347,0.8147805,NA,0.32049547,28.49647186,1.49254444,0.63831843,699.99,88.5810375,31.40418125,31.1366875,5000.15625,356.4441875,26.55721875,26.9253125,356.8995,FALSE
2024-01-24-1239_logdata_trf_ca_lvl3,group2,"13:11:02 lvl3_ref, 13:11:02 lvl3_ref",1,Control,1,1706127229,0,2024-01-24,13:13:49,8.092e-4,0.80919788,0.5617158,344.2670636,297.1540698,0.02810068,32.54542398,51.98867546,2.45685822,2.46763392,0.8147805,NA,0.5617158,25.65936027,1.45722934,0.64160629,700.0122667,88.53335333,31.81666667,31.52476,5004.66666666667,344.267066666667,26.9326,27.71934,345.1073333,TRUE
2024-01-24-1239_logdata_trf_ca_lvl3,group1,"12:56:27 lvl3_trt, 12:56:31 lvl3_trt",1,Heated,1,1706126426,0,2024-01-24,13:00:26,3.9435e-4,0.39435017,1.80548334,351.500457,129.7975726,0.01376568,32.46106862,52.74693672,2.45677285,2.44434908,0.8147805,NA,1.80548334,23.9973077,1.4694954,0.64046048,699.9957333,88.53647333,31.56081333,31.28896,4993.66666666667,351.500466666667,27.3339666666667,27.7174066666667,353.4446667,TRUE
2024-01-24-1139_logdata_trf_ca_lvl2,group3,"12:28:32 lvl2_trt, 12:28:33 lvl2_trt",2,Heated,5,1706124923,339,2024-01-24,12:35:23,3.5149e-4,0.35149439,0.48708884,357.092264,278.9106877,0.01229642,32.22370327,52.16468108,2.3948018,2.44107651,0.8147805,NA,0.48708884,27.62952997,1.46605358,0.64078158,700.0314,88.58350667,31.30660667,31.01732667,5001.83333333333,357.092266666667,26.6619266666667,27.0039266666667,357.7048667,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group3,"12:28:32 lvl2_trt, 12:28:33 lvl2_trt",2,Heated,4,1706124784,200,2024-01-24,12:33:04,3.4647e-4,0.34647287,0.47052993,358.8600599,282.6883934,0.01225839,32.11775927,52.44111907,2.39270973,2.41429307,0.8147805,NA,0.47052993,25.66663082,1.42829923,0.64432504,699.99775,88.590925,31.19838125,30.843175,4999.84375,358.8600625,26.6409375,26.97806875,359.4549375,FALSE
2024-01-24-1239_logdata_trf_ca_lvl3,group3,"13:21:26 lvl3_ctrl, 13:21:28 lvl3_ctrl",1,Unheated,1,1706127853,0,2024-01-24,13:24:13,0.00108402,1.08402242,2.26108452,339.7204878,232.4586413,0.03875411,32.35344267,52.4149198,2.46585405,2.40559088,0.8147805,NA,2.26108452,9.87545507,0.94260059,0.69367344,700.0260625,88.5347125,31.73710625,30.76673125,5000.625,339.7205,26.7664625,27.8204375,342.350125,TRUE
2024-01-24-1139_logdata_trf_ca_lvl2,group3,"12:28:32 lvl2_trt, 12:28:33 lvl2_trt",2,Heated,3,1706124717,133,2024-01-24,12:31:57,3.6694e-4,0.36694229,0.37986187,359.723373,298.4961371,0.01312863,32.01534491,52.67586561,2.39064892,2.38858318,0.8147805,NA,0.37986187,24.56589036,1.39607716,0.64738041,700.038125,88.59391875,31.10483125,30.7196625,5005.9375,359.723375,26.596875,26.9539375,360.23525,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group3,"12:28:32 lvl2_trt, 12:28:33 lvl2_trt",2,Heated,2,1706124629,45,2024-01-24,12:30:29,4.0475e-4,0.40474762,0.3949448,360.2311229,302.695357,0.01477225,31.89596033,53.28639729,2.40395954,2.34307661,0.8147805,NA,0.3949448,21.8532113,1.32636567,0.65409081,700.0254375,88.59643125,31.0000625,30.55164375,4997.34375,360.231125,26.70939375,27.10321875,360.7719375,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group3,"12:28:32 lvl2_trt, 12:28:33 lvl2_trt",2,Heated,1,1706124584,0,2024-01-24,12:29:44,3.8178e-4,0.38178233,0.50850086,360.1574972,288.0755417,0.0140871,31.81794216,53.66081156,2.40876928,2.31732888,0.8147805,NA,0.50850086,20.14926102,1.24665987,0.66193575,700.0186875,88.59564375,30.91234375,30.39014375,4995.46875,360.1575,26.7862625,27.157675,360.8035,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group2,NA,2,Unheated,6,1706124208,496,2024-01-24,12:23:28,7.8729e-4,0.7872939,2.20379611,359.7035507,235.7072834,0.03173014,31.30970525,55.82163384,2.45726888,2.13438954,0.8147805,NA,2.20379611,39.90901319,1.3785951,0.64905026,699.9628125,88.5964625,30.570225,30.22903125,4991.25,359.7035625,26.9387125,27.70425625,362.19075,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group2,NA,2,Unheated,5,1706124149,437,2024-01-24,12:22:29,7.6347e-4,0.76346662,1.98854155,360.1625894,244.9596663,0.03108384,31.23117852,56.1322863,2.45858177,2.11260455,0.8147805,NA,1.98854155,39.93073099,1.36318728,0.65052914,700.0188667,88.59596667,30.48256667,30.14590667,5001.5,360.1626,26.9769266666667,27.7191933333333,362.426,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group2,NA,2,Unheated,4,1706124072,360,2024-01-24,12:21:12,6.7629e-4,0.67628994,2.11273337,359.888589,225.5245398,0.02772099,31.16057381,56.42881883,2.45642321,2.09642421,0.8147805,NA,2.11273337,39.65531976,1.34278034,0.65249825,699.9718,88.59390667,30.37520667,30.06922667,4990.83333333333,359.8886,27.03792,27.69552,362.2448667,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group2,NA,2,Unheated,3,1706123966,254,2024-01-24,12:19:26,6.262e-4,0.62620336,2.26294989,359.7711127,209.7598094,0.02622177,31.02678084,57.16673109,2.46681211,2.05145956,0.8147805,NA,2.26294989,37.8271984,1.32024361,0.65468676,700.001875,88.5945375,30.22215625,29.9096,5008.4375,359.771125,27.20369375,27.8124375,362.2591875,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group2,NA,2,Unheated,2,1706123867,155,2024-01-24,12:17:47,7.3661e-4,0.73661414,2.0806045,361.0388638,244.7676709,0.0319739,30.82067551,58.06352227,2.48247028,1.98298568,0.8147805,NA,2.0806045,36.95174527,1.26731654,0.65988463,699.97425,88.59326875,30.06115625,29.76883125,5006.71875,361.038875,27.2734,27.98938125,363.385375,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group2,NA,2,Unheated,1,1706123712,0,2024-01-24,12:15:12,6.6182e-4,0.66181508,1.76892178,361.0886571,253.6089993,0.02959508,30.57459912,58.91552047,2.47895029,1.92415217,0.8147805,NA,1.76892178,27.62307825,1.05304827,0.68179897,700.0330667,88.59216,29.78300667,29.52938,4995,361.088666666667,27.30674,27.9500266666667,363.0964667,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group1,"12:07:50 lvl2_ref, 12:07:55 lvl2_ref",2,Control,6,1706123378,504,2024-01-24,12:09:38,5.5676e-4,0.55676368,1.05283412,364.3881196,289.8058199,0.02668342,30.00293267,60.72119695,2.46586968,1.79529782,0.8147805,NA,1.05283412,27.67853554,1.27051052,0.65956862,700.0201875,88.5892375,29.16771875,29.09778125,4996.875,364.388125,27.2621875,27.8034875,365.643875,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group1,"12:07:50 lvl2_ref, 12:07:55 lvl2_ref",2,Control,5,1706123325,451,2024-01-24,12:08:45,4.2694e-4,0.4269365,0.57777704,364.3009969,307.545816,0.02044326,29.9224801,60.73928313,2.44758663,1.7939295,0.8147805,NA,0.57777704,26.65831267,1.26231033,0.66038056,700.0155,88.5959625,29.0338625,28.9839375,4998.28125,364.301,27.1800875,27.59524375,365.0343125,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group1,NA,2,Control,4,1706123212,338,2024-01-24,12:06:52,3.3609e-4,0.33609302,1.67581352,365.0665244,195.035278,0.01673007,29.69001438,62.0322714,2.4610342,1.72414291,0.8147805,NA,1.67581352,26.14646125,1.22874055,0.66372542,700.0557333,88.59929333,28.76473333,28.74338667,5008.83333333333,365.066533333333,27.4190666666667,27.7458266666667,366.865,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group1,NA,2,Control,3,1706123108,234,2024-01-24,12:05:08,4.0572e-4,0.40571603,1.34683571,367.3341804,252.8974373,0.02070468,29.38616684,62.18133419,2.42770809,1.6848145,0.8147805,NA,1.34683571,24.79423253,1.1918831,0.66743709,699.98875,88.59451875,28.48840625,28.49116875,4999.21875,367.3341875,26.97696875,27.37158125,368.8300625,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group1,NA,2,Control,2,1706122932,58,2024-01-24,12:02:12,4.8805e-4,0.48805397,0.89442881,370.2635286,306.4276922,0.02674836,28.86996493,63.7196808,2.41879942,1.57281044,0.8147805,NA,0.89442881,21.02517074,1.05883435,0.68118809,699.9707333,88.58607333,28.00524667,28.05704667,4995,370.263533333333,26.7989333333333,27.2737333333333,371.3388,FALSE
2024-01-24-1139_logdata_trf_ca_lvl2,group1,NA,2,Control,1,1706122874,0,2024-01-24,12:01:14,4.4712e-4,0.44711852,0.64536337,370.9119965,319.8755507,0.02524407,28.69592334,64.60646493,2.42528915,1.52625887,0.8147805,NA,0.64536337,18.98397775,0.96111316,0.69165434,700.0249375,88.5818,27.81425625,27.86531875,4997.34375,370.912,26.9133375,27.34821875,371.7231875,FALSE
2024-02-02-1047_logdata_lvl2,group3,"11:29:37 lvl2_trt, 11:29:39 lvl2_trt",2,Heated,6,1706899059,455,2024-02-02,11:37:39,2.9113e-4,0.29112882,0.47983967,342.7272641,252.7421691,0.01010063,31.76846397,50.81286377,2.26921578,2.44364547,0.8147805,NA,0.47983967,33.01739922,1.52010557,0.63577579,699.9712667,87.90300667,30.82214,30.66721333,5000.83333333333,342.727266666667,25.5020466666667,25.78566,343.3068667,FALSE
